"price";"from";"to";"image";"company";"url";"departure_date"
2831.47;" Cuiabá ";" Cape Town ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/cidade-do-cabo-table-mountain-africa-do-sul.jpg ";" South African ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=16-07-2017&Data=30-07-2017&Destino=CPT&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Origem=CPT&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-07-16"
1301.9;" Cuiabá ";" Campina Grande ";" http://ofertas.submarinoviagens.com.br/Marketing/genericas/1200x628/generico_aviao1.jpg ";" Azul ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=24-02-2017&Data=28-02-2017&Destino=CPV&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-02-24"
270.0;" Cuiabá ";" Curitiba ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/curitiba-jardim-botanico-parana.jpg ";" Gol ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=05-09-2017&Data=05-09-2017&Destino=CWB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-09-05"
558.9;" Cuiabá ";" Caxias do Sul ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/caxias-do-sul-praca-dante-alighieri-chafariz-de-vinho-serra-gaucha-rio-grande-do-sul.jpg ";" Azul ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=20-01-2017&Data=22-01-2017&Destino=CXJ&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-01-20"
2252.0;" Cuiabá ";" Cancún ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/cancun-praia-tulum-mexico.jpg ";" American  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=16-05-2017&Data=25-05-2017&Destino=CUN&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Origem=CUN&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-05-16"
2214.0;" Cuiabá ";" Cuzco ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/cusco-plaza-de-armas-peru.jpg ";" LAN ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=09-10-2017&Data=16-10-2017&Destino=CUZ&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Origem=CUZ&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-10-09"
2661.0;" Cuiabá ";" Curacao ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/curacao-mambo-beach.jpg ";" Copa  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=19-08-2017&Data=26-08-2017&Destino=CUR&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Origem=CUR&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-08-19"
468.0;" Paraíba ";" Vitória ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/vitoria-praia-do-canto-espirito-santo.jpg ";" Azul ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=17-06-2017&Destino=VIX&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=JPA&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-06-17"
3121.0;" Cuiabá ";" Caracas ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/caracas-venezuela.jpg ";" Avianca ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=29-12-2017&Data=04-01-2018&Destino=CCS&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Origem=CCS&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-12-29"
4679.0;" Paraíba ";" Wien ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/vienna-belvedere-palace-austria.jpg ";" Turkish  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=05-05-2017&Data=05-06-2017&Destino=VIE&Destino=JPA&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=JPA&Origem=VIE&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-05-05"
3128.73;" Cuiabá ";" Cairo ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/cairo-cidadela-saladino-egito.jpg ";" Turkish  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=14-04-2017&Data=09-05-2017&Destino=CAI&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Origem=CAI&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-04-14"
160.0;" Cuiabá ";" Campo Grande ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/campo-grande-lago-prosa-parque-das-nacoes-indigenas-mato-grosso-do-sul.jpg ";" Azul ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=29-05-2017&Destino=CGR&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-05-29"
5209.0;" Cuiabá ";" Bangkok ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/bangcoc-grande-palacio-tailandia.jpg ";" British Airways ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=17-09-2017&Data=04-10-2017&Destino=BKK&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Origem=BKK&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-09-17"
504.0;" Cuiabá ";" Porto Seguro ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/porto-seguro-trancoso-praia-do-espelho.jpg ";" Gol ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=17-05-2017&Destino=BPS&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-05-17"
1898.0;" Cuiabá ";" San Carlos de Bariloche ";" http://ofertas.submarinoviagens.com.br/Marketing/genericas/1200x628/generico_aviao1.jpg ";" LAN ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=23-07-2017&Data=30-07-2017&Destino=BRC&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=4&NumCHD=0&NumINF=0&Origem=CGB&Origem=BRC&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-07-23"
913.0;" Fernando de Noronha ";" Navegantes ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/navegantes-santa-catarina.jpg ";" Azul ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=14-06-2017&Destino=NVT&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=FEN&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-06-14"
2201.0;" Cuiabá ";" Bogotá ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/bogota-la-candelaria-colombia.jpg ";" LAN ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=15-12-2017&Data=31-12-2017&Destino=BOG&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Origem=BOG&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-12-15"
2607.0;" Cuiabá ";" Boston ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/boston-quincy-market-estados-unidos.jpg ";" Copa  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=29-07-2017&Data=02-09-2017&Destino=BOS&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Origem=BOS&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-07-29"
1239.0;" Cuiabá ";" Buenos Aires ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/buenos-aires-puente-mujer-argentina.jpg ";" LAN ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=23-05-2017&Data=12-06-2017&Destino=BUE&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CGB&Origem=BUE&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-05-23"
208.0;" Cuiabá ";" Brasília ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/brasilia-congresso-nacional-distrito-federal.jpg ";" Latam ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=30-06-2017&Data=30-06-2017&Destino=BSB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=1&NumINF=0&Origem=CGB&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-06-30"
4246.0;" Paraíba ";" Veneza ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/veneza-italia-.jpg ";" United  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=31-05-2017&Data=15-06-2017&Destino=VCE&Destino=JPA&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=JPA&Origem=VCE&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-05-31"
696.9;" Campina Grande ";" Cuiabá ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/cuiaba-mato-grosso.jpg ";" Azul ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=27-02-2017&Destino=CGB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CPV&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-02-27"
1694.0;" Campina Grande ";" Buenos Aires ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/buenos-aires-puente-mujer-argentina.jpg ";" Gol ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=26-02-2018&Data=03-03-2018&Destino=BUE&Destino=CPV&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=0&NumINF=0&Origem=CPV&Origem=BUE&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2018-02-26"
600.0;" Campina Grande ";" Brasília ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/brasilia-congresso-nacional-distrito-federal.jpg ";" Gol ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=06-01-2018&Destino=BSB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=0&NumINF=1&Origem=CPV&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=true&searchtype=Air ";"2018-01-06"
2709.0;" Paraíba ";" Washington ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/washington-memorial-lincoln-estados-unidos.jpg ";" Copa  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=03-08-2017&Data=20-08-2017&Destino=WAS&Destino=JPA&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=JPA&Origem=WAS&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-08-03"
535.0;" Campina Grande ";" Belo Horizonte ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/belo-horizonte-lagoa-pampulha-minas-gerais.jpg ";" Azul ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=10-05-2017&Destino=CNF&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CPV&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=true&searchtype=Air ";"2017-05-10"
1441.0;" Campina Grande ";" Asunción ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/assuncao-paraguai.jpg ";" Gol ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=10-11-2017&Data=20-11-2017&Destino=ASU&Destino=CPV&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=CPV&Origem=ASU&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-11-10"
2701.0;" Paraíba ";" Toronto ";" http://ofertas.submarinoviagens.com.br/Marketing/genericas/1200x628/generico_aviao1.jpg ";" Delta  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=30-05-2017&Data=04-06-2017&Destino=YTO&Destino=JPA&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=0&NumINF=0&Origem=JPA&Origem=YTO&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-05-30"
459.0;" Campina Grande ";" Curitiba ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/curitiba-jardim-botanico-parana.jpg ";" Gol ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=25-05-2017&Destino=CWB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=0&NumINF=0&Origem=CPV&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-05-25"
3711.0;" Belém ";" Zürich ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/zurich-rio-limmat-suica.jpg ";" Air Europa ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=13-10-2017&Data=19-10-2017&Destino=ZRH&Destino=BEL&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=BEL&Origem=ZRH&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-10-13"
4538.2;" Belém ";" Montreal ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/montreal-museu-biosphere.jpg ";" Copa  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=07-07-2017&Data=21-09-2017&Destino=YMQ&Destino=BEL&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=BEL&Origem=YMQ&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-07-07"
3219.0;" Belém ";" Toronto ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/toronto-canada.jpg ";" United  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=01-06-2017&Data=30-08-2017&Destino=YYZ&Destino=BEL&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=BEL&Origem=YYZ&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&s_cid=tripadvisor_metabuscador_motor_cpa_pas&searchtype=Air ";"2017-06-01"
4629.0;" Belém ";" Vancouver ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/vancouver-west-end-canada.jpg ";" United  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=03-10-2017&Data=30-10-2017&Destino=YVR&Destino=YVR&ExecutiveFlight=false&NumADT=2&NumCHD=0&NumINF=0&Origem=BEL&Origem=BEL&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&s_cid=kayak_metabuscador_compareto_cpc_pas_BEL_YVR&searchtype=Air ";"2017-10-03"
2123.0;" Belém ";" Ushuaia ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/ushuaia-canal-beagle-argentina.jpg ";" Latam ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=01-07-2017&Data=16-08-2017&Destino=USH&Destino=BEL&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=BEL&Origem=USH&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-07-01"
4803.0;" Belém ";" Veneza ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/veneza-italia-.jpg ";" Tap ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=30-05-2017&Data=10-06-2017&Destino=VCE&Destino=BEL&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=BEL&Origem=VCE&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-05-30"
530.0;" Belém ";" Vitória ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/vitoria-praia-do-canto-espirito-santo.jpg ";" Gol ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=29-06-2017&Destino=VIX&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=BEL&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-06-29"
7177.0;" Belém ";" Wien ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/vienna-belvedere-palace-austria.jpg ";" Klm ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=20-07-2017&Data=31-07-2017&Destino=VIE&Destino=BEL&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=BEL&Origem=VIE&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-07-20"
3725.34;" Fernando de Noronha ";" Buenos Aires ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/buenos-aires-puente-mujer-argentina.jpg ";" Aerolineas ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=20-12-2016&Data=27-12-2016&Destino=BUE&Destino=FEN&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=0&NumINF=0&Origem=FEN&Origem=BUE&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=true&searchtype=Air ";"2016-12-20"
4773.0;" Belém ";" Tokyo ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/toquio-shibuya-japao.jpg ";" Delta  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=01-11-2017&Data=22-11-2017&Destino=TYO&Destino=BEL&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=0&NumINF=0&Origem=BEL&Origem=TYO&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-11-01"
544.0;" Caldas Novas ";" São Paulo ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/sao-paulo-parque-do-ibirapuera.jpg ";" Gol ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=04-06-2017&Destino=SAO&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=2&NumINF=0&Origem=CLV&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-06-04"
2796.0;" Belém ";" Washington ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/washington-memorial-lincoln-estados-unidos.jpg ";" Copa  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=02-09-2017&Data=16-09-2017&Destino=WAS&Destino=BEL&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=1&NumINF=0&Origem=BEL&Origem=WAS&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-09-02"
2688.0;" Brasília ";" Zürich ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/zurich-rio-limmat-suica.jpg ";" Air Europa ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=08-03-2018&Data=20-03-2018&Destino=ZRH&Destino=BSB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=BSB&Origem=ZRH&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2018-03-08"
4247.0;" Brasília ";" Queenstown ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/queenstown-nova-zelandia.jpg ";" LAN ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=10-08-2017&Data=22-08-2017&Destino=ZQN&Destino=BSB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=0&NumINF=0&Origem=BSB&Origem=ZQN&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-08-10"
3887.0;" Brasília ";" Vancouver ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/vancouver-west-end-canada.jpg ";" Aeroméxico ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=07-11-2017&Data=23-11-2017&Destino=YVR&Destino=BSB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=BSB&Origem=YVR&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-11-07"
2964.0;" Brasília ";" Toronto ";" http://ofertas.submarinoviagens.com.br/Marketing/genericas/1200x628/generico_aviao1.jpg ";" Copa  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=20-08-2017&Data=30-08-2017&Destino=YTO&Destino=BSB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=BSB&Origem=YTO&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-08-20"
3204.0;" Brasília ";" Ottawa ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/ottawa-canada.jpg ";" United  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=01-08-2017&Data=30-10-2017&Destino=YOW&Destino=BSB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=BSB&Origem=YOW&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-08-01"
3560.0;" Brasília ";" Montreal ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/montreal-museu-biosphere.jpg ";" Copa  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=22-06-2017&Data=01-07-2017&Destino=YMQ&Destino=BSB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=3&NumCHD=0&NumINF=0&Origem=BSB&Origem=YMQ&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-06-22"
4356.0;" Brasília ";" Quebec ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/quebec-chateau-frontenac-canada.jpg ";" Copa  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=29-08-2017&Data=19-09-2017&Destino=YQB&Destino=BSB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=BSB&Origem=YQB&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-08-29"
186.0;" Brasília ";" Vitória ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/vitoria-praia-do-canto-espirito-santo.jpg ";" Azul ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=25-06-2017&Data=25-06-2017&Destino=VIX&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=0&NumINF=0&Origem=BSB&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=true&searchtype=Air ";"2017-06-25"
3364.0;" Brasília ";" Wien ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/vienna-belvedere-palace-austria.jpg ";" Latam ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=01-02-2018&Data=28-02-2018&Destino=VIE&Destino=BSB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=0&NumINF=0&Origem=BSB&Origem=VIE&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2018-02-01"
3126.0;" Brasília ";" Washington ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/washington-capitolio-noite-estados-unidos.jpg ";" United  ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=03-06-2017&Data=23-06-2017&Destino=IAD&Destino=IAD&ExecutiveFlight=false&NumADT=2&NumCHD=0&NumINF=0&Origem=BSB&Origem=BSB&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&s_cid=kayak_metabuscador_frontdoor_cpc_pas_BSB_IAD&searchtype=Air ";"2017-06-03"
2884.23;" Imperatriz ";" Atenas ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/atenas-acropole-partenon-grecia.jpg ";" Latam ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=01-03-2017&Data=08-03-2017&Destino=ATH&Destino=IMP&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=IMP&Origem=ATH&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-03-01"
1693.0;" Brasília ";" Ushuaia ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/ushuaia-canal-beagle-argentina.jpg ";" Latam ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=08-09-2017&Data=15-09-2017&Destino=USH&Destino=BSB&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=1&NumCHD=0&NumINF=0&Origem=BSB&Origem=USH&Proximity=&ProximityId=0&RoundTrip=1&SomenteDireto=false&searchtype=Air ";"2017-09-08"
404.0;" Imperatriz ";" Belo Horizonte ";" http://ofertas.submarinoviagens.com.br/Marketing/1200x628/belo-horizonte-igreja-sao-francisco-minas-gerais.jpg ";" Azul ";" http://www.submarinoviagens.com.br/travel/resultado-passagens.aspx?Data=05-06-2017&Data=05-06-2017&Destino=BHZ&ExecutiveFlight=false&Hora=&Hora=&Multi=false&NumADT=2&NumCHD=1&NumINF=1&Origem=IMP&Proximity=&ProximityId=0&RoundTrip=0&SomenteDireto=false&searchtype=Air ";"2017-06-05"
